# Single Point Spectroscopy       
# 
# Sample                          Ges_au_teste
# Data set                        04/05/2023
# Creation Comment                
# Ramp start value                -1.500e+000 V
# Ramp end value                  1.500e+000 V
# Raster time                     1.000e-001 seconds
# Varied-Z spectroscopy           No
# Automatic ramp reversal         No
# Channel name and data unit      I(V) [A]
# Sample position                 8.203e+002, -1.143e+003 [nm]
# Averaged curves                 14
# 
# 
# Ramp value [V]                            I(V)
# --------------             -------------------
     8.1544e-001              1.42732403976e-009
     8.3557e-001              1.52072632542e-009
     8.5570e-001              1.54373055870e-009
     8.7584e-001              1.78933849184e-009
     8.9597e-001              2.03207430725e-009
     9.1611e-001              1.77158259548e-009
     9.3624e-001              1.92934112794e-009
     9.5638e-001              1.79906852331e-009
     9.7651e-001              1.82483276218e-009
     9.9664e-001              2.00851587092e-009
     1.0168e+000              2.24165842237e-009
     1.0369e+000              2.52686969871e-009
     1.0570e+000              2.67261005753e-009
     1.0772e+000              2.68316317512e-009
     1.0973e+000              3.23374187846e-009
     1.1174e+000              2.72686365117e-009
     1.1376e+000              3.06394299803e-009
     1.1577e+000              3.35174634434e-009
     1.1779e+000              5.20340600723e-009
     1.1980e+000              3.73846919630e-009
     1.2181e+000              3.67748515251e-009
     1.2383e+000              5.03131495294e-009
     1.2584e+000              5.74930499775e-009
     1.2785e+000              5.16144505264e-009
     1.2987e+000              5.27703515328e-009
     1.3188e+000              4.80455597079e-009
     1.3389e+000              6.01020111957e-009
     1.3591e+000              5.46116469475e-009
     1.3792e+000              5.79987904914e-009
     1.3993e+000              7.34501325808e-009
     1.4195e+000              7.33925646234e-009
     1.4396e+000              7.00842252167e-009
     1.4597e+000              6.18366822249e-009
     1.4799e+000              4.79858471987e-009
     1.5000e+000              8.55289336166e-009
