V,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,I_18,I_19,I_20,I_21,I_22,I_23,I_24,I_25,I_26,I_27,I_28,I_29,I_30,I_31,I_32,I_33,I_34,I_35,I_36,I_37,I_38,I_39,I_40,I_41,I_42,I_43,I_44,I_45,I_46,I_47,I_48,I_49,I_50,I_51,I_52,I_53,I_54,I_55,I_56,I_57,I_58,I_59
0.06187589040000052,2.7392158406262252e-11,4.586187760034214e-10,-9.19048138922417e-12,-1.6187397192539336e-13,7.803153290970331e-12,-9.414762678945374e-12,-5.584566421542847e-12,-1.015167665917641e-11,-1.0138043789125701e-11,-4.879934267033755e-12,-1.0011914778890228e-11,-8.227669715396574e-12,-1.0852930660698938e-11,5.2592909577624786e-12,5.2542910707341674e-12,2.440017069171113e-11,-8.418340841299115e-12,-7.618934558537007e-12,6.854969741326203e-11,-1.2107715954931391e-11,-6.234134577785101e-11,-7.399052215351168e-11,-8.354094775113737e-11,-8.987576689056991e-11,-2.830716698921383e-11,-6.924671532842277e-11,-9.226047787745685e-11,-7.407199656962744e-11,-9.172324723178503e-11,-9.433370429108827e-11,-8.812842694163092e-11,-8.637827113352276e-11,-8.404575304467253e-11,-9.266351258407326e-11,-8.957236021433096e-11,-9.267469623779191e-11,-8.868687181864048e-11,-8.375152436123217e-11,-7.395969285937402e-11,-8.04686688226208e-11,1.1768147924045642e-10,1.5780040531247467e-10,1.0790540530719557e-10,1.0961017514765268e-10,1.0333857266735119e-10,9.981090135434384e-11,9.011778949141804e-11,1.1214008058869729e-10,9.249860800656495e-11,9.693645192477606e-11,1.1258424548348845e-10,1.0642469592303094e-10,1.1240048155017156e-10,1.1033326970870984e-10,1.096439213173047e-10,1.094835278403936e-10,1.0351518041290923e-10,1.1935026804702848e-10,1.2502537999251438e-10,1.1042408111304797e-10
0.07187589040000053,3.259256948829575e-11,5.357682053381869e-10,-8.904989609212061e-12,3.0666568167987267e-12,1.9180214698196517e-11,-8.306855415421521e-12,-5.218476530002277e-12,-1.0259948619264931e-11,-9.789882116566821e-12,-2.337643039070063e-12,-9.240458390273259e-12,-6.3629185122307015e-12,-1.000365422574853e-11,1.7608003335957265e-11,9.210180708436928e-12,3.992968928427448e-11,-7.67825730116325e-12,-5.98748767402521e-12,4.9010514045976385e-11,-1.1328308318905192e-11,-5.567226634150845e-11,-5.6402205830516244e-11,-7.561775504864828e-11,-8.268420070078393e-11,-9.09546385183751e-12,-6.617961390270784e-11,-9.609371327909219e-11,-7.980018340897396e-11,-9.431594140155154e-11,-8.793003051081233e-11,-9.067911546740229e-11,-8.947742511384096e-11,-8.994716867554352e-11,-9.603105822131464e-11,-8.984974525720833e-11,-8.901374861634202e-11,-9.030748051103975e-11,-8.60290878478924e-11,-6.890652329772699e-11,-8.155507216119084e-11,1.2863137921204514e-10,1.5401583075974263e-10,1.1243912113569264e-10,1.0717781670177827e-10,1.0218810263994026e-10,1.0809956795359265e-10,9.874546705891393e-11,1.0979489308142654e-10,9.182739718611905e-11,1.0361315514175033e-10,1.189118244329409e-10,1.0325345874132591e-10,1.267244205043108e-10,1.0644542666415956e-10,1.035142738748619e-10,1.0415054708808638e-10,1.0657063622117355e-10,1.2774630263249504e-10,1.2965919319625603e-10,1.1521014981001554e-10
0.08187589040000054,3.513195146995812e-11,5.510787293307551e-10,-1.0441217479765836e-11,7.900867255525768e-12,3.160243543639382e-11,-8.584257544035194e-12,-6.2255439019362e-12,-1.1259119356254791e-11,-1.059375493480331e-11,-6.348115800383835e-13,-5.831679991313657e-12,-5.20026250893317e-12,-1.0301923244108986e-11,2.2726694852655336e-11,1.592625993505266e-11,5.794210181638752e-11,-9.001773516012287e-12,-5.726440080271639e-12,6.542478602456436e-11,-1.0767568676077462e-11,-4.5770692452444116e-11,-5.0466899067596994e-11,-7.263644634620763e-11,-8.171531463514687e-11,-7.359247290729778e-12,-6.255331344253708e-11,-9.84402939637219e-11,-8.295347815135611e-11,-9.670528467744102e-11,-8.851908681676164e-11,-9.338344840684928e-11,-9.176925704392642e-11,-9.589819150401063e-11,-1.0005156524698548e-10,-9.239177774038722e-11,-8.937980864564004e-11,-9.423182144991216e-11,-8.966277902022278e-11,-7.002065726627199e-11,-8.358263726546892e-11,1.3125937651939218e-10,1.5167706007515421e-10,1.0675576961382417e-10,1.0638856940563339e-10,1.0356441613495209e-10,1.1788925894068863e-10,1.0641811393651428e-10,1.0295441089796655e-10,1.0322224969540126e-10,1.1106460988753983e-10,1.1354250260551945e-10,9.895040775956407e-11,1.2960831455997584e-10,1.0115382050426039e-10,9.852280131244888e-11,9.854609977500118e-11,1.0191648724091147e-10,1.2712023498977882e-10,1.3278198812435618e-10,1.1344658478637717e-10
0.09187589040000055,4.206489110364286e-11,5.407473706045988e-10,-1.04477810632607e-11,1.330471817175085e-11,4.45857020789894e-11,-8.624338090181642e-12,-4.772333752044585e-12,-1.1547172579587432e-11,-1.1460126029865146e-11,4.363905778729301e-13,-6.111108720074519e-12,-4.675288994373038e-12,-1.0685663487461805e-11,2.603163949031062e-11,2.0822579141739884e-11,7.283412732212771e-11,-8.26514405407969e-12,-6.0683093459828325e-12,8.792833792550825e-11,-1.079791557887009e-11,-3.280046237490962e-11,-4.916617598888141e-11,-7.429876108544628e-11,-8.390264550560907e-11,-6.451683196901577e-12,-5.423843952960434e-11,-1.0416262454922163e-10,-7.529945496113311e-11,-9.698438536756524e-11,-9.355297206141758e-11,-9.676303280473923e-11,-9.210113589172097e-11,-9.43746736346868e-11,-1.0168565435240355e-10,-9.775976430203007e-11,-9.128995379989861e-11,-9.871234037593656e-11,-8.904986597097881e-11,-7.167230174321952e-11,-8.781261942418884e-11,1.273113538163096e-10,1.7892409762494012e-10,1.0170607068816063e-10,1.0853558609994648e-10,1.1433497943057079e-10,1.1371472590299346e-10,1.0488286138108099e-10,9.976801196212969e-11,1.0881002655682966e-10,1.1586955656253926e-10,1.0717790918622976e-10,9.525467526420443e-11,1.3335998780897444e-10,9.757062790345977e-11,9.478160778918528e-11,9.511228593783288e-11,9.722915437056139e-11,1.284811820300335e-10,1.3375526196623824e-10,1.1123052026272762e-10
0.10187589040000056,5.0341416366500886e-11,1.1869709360201836e-09,-9.704398936067172e-12,2.3047307254640227e-11,4.9059107311828296e-11,-8.380044782908227e-12,-4.599027138199289e-12,-1.139216748250828e-11,-1.1843788412291829e-11,6.042596127361701e-13,-4.6265400605484485e-12,-4.5226482599198404e-12,-1.0757244951060237e-11,3.8604068800573324e-11,2.3491981599390127e-11,1.0851774248299357e-10,-6.405703951389279e-12,-6.460403212555419e-12,1.5365125486350767e-10,-1.073305432653399e-11,-1.3604587424440895e-11,-4.629450108998393e-11,-7.65654348954363e-11,-8.694421992948782e-11,1.474609852919793e-11,-4.645122699222531e-11,-1.1004370170759426e-10,-5.1485402363828713e-11,-7.99230070562572e-11,-9.788476603539189e-11,-1.001033225932904e-10,-7.500300752017735e-11,-7.669624566566075e-11,-9.501210011094441e-11,-1.036039337509429e-10,-9.566634562028945e-11,-1.0293978616736866e-10,-7.95452623242367e-11,-7.429512843942246e-11,-8.353530612875558e-11,1.237060015523042e-10,2.0162493296741722e-10,9.990562725759877e-11,1.1958934949713175e-10,1.3769522768532668e-10,1.1125517961415459e-10,9.885308884989023e-11,9.340447153831664e-11,1.0446791325036288e-10,1.113805904157272e-10,1.0499891171752165e-10,9.367190567114384e-11,1.1992066534600875e-10,9.538564984899773e-11,9.343737645257202e-11,9.33287562328405e-11,9.569865078493594e-11,1.294494394307881e-10,1.47906350296273e-10,1.110443679825626e-10
0.11187589040000057,6.987090522415558e-11,1.4017673922960676e-09,-9.237110965604122e-12,2.969218110417213e-11,6.920440335545895e-11,-7.853755977644955e-12,-2.2462786482195063e-12,-1.1410404116592086e-11,-1.1513659557498968e-11,5.736257681488883e-12,-2.9882361023823028e-12,-3.537002287249583e-12,-9.570632566820904e-12,4.7890667908726765e-11,2.9986179511716444e-11,1.876313965233534e-10,-6.424336173425271e-12,-4.79994710252086e-12,1.8359447930121807e-10,-1.0260024618899856e-11,-1.4379048246467223e-11,-4.3743925560008344e-11,-7.936743266503906e-11,-8.975533656505964e-11,4.728886593084848e-11,-3.7802603809923814e-11,-8.959353457033811e-11,-4.0797440491675994e-11,-5.652987777801231e-11,-9.843871472928083e-11,-8.108840331207448e-11,-6.253254539097134e-11,-6.352622590466504e-11,-8.931884086733382e-11,-1.079969795111609e-10,-9.956039643040964e-11,-8.643816551575018e-11,-7.369909358823544e-11,-6.868079395556711e-11,-6.994620654770337e-11,1.2600141708538868e-10,2.0406537721941572e-10,1.0079292892152886e-10,1.3221469918160575e-10,1.5212376345912597e-10,1.0953609539340099e-10,9.584972935507399e-11,9.404626588931455e-11,9.981707817084697e-11,1.1441654005340076e-10,1.0460358804837935e-10,9.516298944479979e-11,1.0741300298570106e-10,9.590980677498533e-11,9.350185372459979e-11,9.355772090856826e-11,9.805969300251974e-11,1.288379361034384e-10,1.6728214438934475e-10,1.1302587981213725e-10
0.12187589040000057,1.0229439267134382e-10,1.495322183980551e-09,-7.723137414883783e-12,3.4355106319142815e-11,7.524137836547283e-11,-4.972035108096935e-12,1.075896050868434e-11,-9.277256642164204e-12,-9.887608205955639e-12,1.1212445572921301e-11,-3.4784830161026277e-12,-1.3428265554275333e-12,-9.32452550778019e-12,5.1730435575195986e-11,2.5599156677503313e-11,2.2731801084740404e-10,-4.319539954745814e-12,-4.103171626927386e-12,2.232955568797866e-10,-8.953052314235111e-12,-1.521282708935052e-11,-4.006529981837298e-11,-8.359425424248166e-11,-8.301890063411235e-11,6.717693030254367e-11,-3.1980017513547056e-11,-8.936758755025521e-11,-3.1038477228275983e-11,-2.6319648466042665e-11,-9.193780818864966e-11,-7.858793782293948e-11,-5.61217987227956e-11,-5.441316265065682e-11,-8.955836485590132e-11,-9.490430638160772e-11,-9.099181741493905e-11,-8.314797869763977e-11,-7.65983263115123e-11,-5.5098390671885075e-11,-6.473921942383601e-11,1.4029865207176295e-10,2.182825696999767e-10,1.0482250611850658e-10,1.3044223835389886e-10,1.44225777225446e-10,1.0841293026584493e-10,9.26820887358328e-11,9.226240945155636e-11,9.4649877819559e-11,1.1323892596567464e-10,1.0656719213845513e-10,1.0660461055247552e-10,1.2175684191718234e-10,1.0761495540323863e-10,1.0086664719321725e-10,1.0593140505447736e-10,1.0867898313772628e-10,1.3843721603844287e-10,1.687668691213401e-10,1.2395050395157292e-10
0.13187589040000058,1.1318316090522201e-10,1.8347711112360254e-09,-8.190899663367974e-12,4.2518039716299395e-11,5.971810138020205e-11,-4.467766602368874e-12,1.637561714276527e-11,-9.728970094988085e-12,-1.0815372617618508e-11,2.16107849780915e-11,-2.5636731642302574e-12,1.5563673128651956e-12,-9.643439930725862e-12,6.00824297680236e-11,1.6349510452050788e-11,2.1370120985587247e-10,-6.188784647103318e-12,-2.3561043297535635e-12,2.4548874798180613e-10,-1.0632301569221295e-11,-3.911611997455193e-11,-2.5704181291182538e-11,-8.150650062680268e-11,-7.193618251930375e-11,9.08553945002493e-11,-2.6441401650658824e-11,-8.994781283954682e-11,-9.933231229067583e-12,-4.593567481909519e-11,-8.353424558027735e-11,-7.418444755702249e-11,-5.1031661441869285e-11,-4.399971179462737e-11,-9.33132071612292e-11,-8.83907922712644e-11,-8.586438412361722e-11,-7.82361342929271e-11,-8.002930871126414e-11,-5.46935351625131e-11,-6.611327012498167e-11,1.5013744506543808e-10,2.6648826975290913e-10,1.132070633094499e-10,1.2587899444257992e-10,1.3037683252868952e-10,1.130245920493797e-10,9.208092445450846e-11,1.1136320099692721e-10,9.32009734319662e-11,1.1516314504936118e-10,1.141605134227912e-10,1.1280614108098192e-10,1.3924897866301142e-10,1.1017483500428525e-10,1.0653711140452824e-10,1.0885051421273356e-10,1.1658349177856409e-10,1.5723765913474766e-10,1.6770625257050214e-10,1.3591309723741947e-10
0.1418758904000006,1.3757097131212442e-10,2.0008287745630146e-09,-7.319185094481967e-12,4.903220333799812e-11,6.250824723555214e-11,-3.0939128778680478e-12,1.9115851757695305e-11,-8.358950870132466e-12,-1.0636968049464303e-11,1.9067138848364127e-11,-4.504552373718868e-12,5.981077943098188e-12,-8.969302432903426e-12,8.485275972151985e-11,1.7933311323609006e-11,2.2223946459130143e-10,-6.252581381155527e-12,3.164760632487534e-13,2.293771948504951e-10,-1.0772488130790589e-11,-5.212459416232909e-11,-1.5120809665652253e-11,-6.65788742706049e-11,-6.994798035288829e-11,1.148564171484485e-10,-1.886440144025546e-11,-9.500682896727153e-11,3.723444466305409e-12,-5.3555620093606465e-11,-8.421392644416832e-11,-7.48962961192198e-11,-4.0876357683109017e-11,-3.174016839196883e-11,-9.932525520952446e-11,-9.082011783101096e-11,-8.674308356750602e-11,-8.360798022051886e-11,-8.276934715808539e-11,-4.4845996372999475e-11,-6.712007398550922e-11,1.4802258539949353e-10,2.9711470010758794e-10,1.2013664053173464e-10,1.2545712582478896e-10,1.274901167026747e-10,1.239976852914656e-10,9.741914318096622e-11,1.0561936193151215e-10,9.270018383930578e-11,1.0891934589654112e-10,1.1701731758982708e-10,1.0571299704289808e-10,1.3345332314066922e-10,1.0514778330860242e-10,1.0184969839296287e-10,1.0314732213619388e-10,1.1346448884710297e-10,1.6501480813054052e-10,1.6997855705330717e-10,1.3308128478511978e-10
0.1518758904000006,1.7438920293323005e-10,2.285323245093971e-09,-7.223216596541574e-12,4.7470762631242766e-11,6.818956282970013e-11,-2.7393835026043095e-12,1.7901617331187915e-11,-7.25391769645246e-12,-1.0624394688652956e-11,1.886905203769243e-11,-5.196742863757239e-12,1.1752321454268926e-11,-8.459619944712474e-12,9.036442275218318e-11,2.8502941303034777e-11,2.026799627527486e-10,-4.7560056932443606e-12,2.183495990199412e-12,2.847403787176924e-10,-1.0179372982905864e-11,-4.444787007076894e-11,-1.379475190022386e-11,-5.400677720261499e-11,-6.869381503494446e-11,1.3221838174059863e-10,-1.9160660436017258e-11,-9.826663717649296e-11,1.4110665221224493e-11,-4.34823175362224e-11,-8.629909457228486e-11,-7.310315053428623e-11,-2.4634425484305255e-11,-1.730361819866591e-11,-1.0235729682736034e-10,-9.33226803850713e-11,-8.807977806525179e-11,-8.362451545718844e-11,-8.453402236446789e-11,-3.879368240116238e-11,-6.734521607622377e-11,1.4845409931788686e-10,3.3141663464775287e-10,1.2159083873800154e-10,1.2794193634517185e-10,1.3327611511556196e-10,1.2777737382272244e-10,1.0698330639524032e-10,1.0265674335993972e-10,1.030542274295594e-10,1.2308367856724838e-10,1.1275672805697442e-10,1.0011309588351365e-10,1.3125136077027464e-10,9.92602467871602e-11,9.779515850312837e-11,9.831868790962434e-11,1.1084304261271235e-10,1.6337914841641439e-10,1.8030096259998433e-10,1.2983228480019346e-10
0.1618758904000006,2.0695570946145635e-10,2.4924001890617204e-09,-5.8350147268595486e-12,5.02653063987689e-11,1.0094873371187847e-10,-1.7457087207610595e-12,2.3220051889352204e-11,-7.080086869673289e-12,-9.597866790093935e-12,2.643979840040731e-11,-3.646746975167116e-12,1.714466084034652e-11,-9.036253262766577e-12,8.966573668887652e-11,1.8097012740605578e-11,2.1499158871737025e-10,-2.0966032465299547e-12,4.1778470272503205e-12,2.4076842648168045e-10,-1.0220367082133232e-11,-3.809093101408726e-11,-1.375105875875121e-11,-5.109836963801811e-11,-6.732472333980565e-11,1.474600785112995e-10,-1.9332869502699095e-11,-9.952875244492828e-11,3.1730854364489297e-11,-3.0682270114223344e-11,-9.073155757094308e-11,-6.549221056126065e-11,-2.5301468680291573e-11,5.331841092313591e-12,-1.0280187425960625e-10,-9.813690225825122e-11,-9.360962174283304e-11,-8.287562667332388e-11,-7.613611754022451e-11,-4.182650132924774e-11,-6.456956547650435e-11,1.5353994606081693e-10,4.062453186181628e-10,1.242552671162073e-10,1.3676063465717627e-10,1.5465927114297146e-10,1.2561052399940545e-10,1.028224590576473e-10,9.635672122098651e-11,1.0702407773419011e-10,1.1844816387463115e-10,1.0584908053398426e-10,9.940182565004458e-11,1.3526023374487656e-10,9.571675886940967e-11,9.39805425585124e-11,9.456759374638437e-11,1.0594651578694386e-10,1.5516755278337295e-10,1.9882894398657515e-10,1.279999971385668e-10
0.17187589040000062,2.1972647121413094e-10,2.9611290759960853e-09,-5.4031795841783e-12,5.7864035812262285e-11,1.5275850093326245e-10,-2.333348911366942e-13,6.347123476283124e-11,-7.000880755888627e-12,-8.966627362859808e-12,3.8368038957133954e-11,-3.653541790587374e-12,1.9897583727242907e-11,-9.298715872590698e-12,1.195992418900702e-10,1.1252107588216807e-11,2.91855018708477e-10,-8.887060780353982e-13,5.546714583823476e-12,2.7362635231706787e-10,-9.864157898067586e-12,-3.4790167251157744e-11,-1.3370436039198656e-11,-5.66188487333673e-11,-7.184124053727597e-11,1.6672366617079626e-10,-1.8893508556393466e-11,-8.688912626904443e-11,2.98711782224238e-11,-1.7836889956891684e-11,-9.556711795836243e-11,-4.289405875200244e-11,-1.6052297271191386e-12,-8.151187851133694e-12,-9.523029717290112e-11,-9.99090662873956e-11,-9.88767144254606e-11,-7.437957232594762e-11,-5.689839612638485e-11,-4.266816686761031e-11,-5.4814688571285376e-11,1.6391675187231663e-10,4.914142964277037e-10,1.258136006494555e-10,1.4996792885840192e-10,1.65527274934631e-10,1.232910344e-10,9.922449399076969e-11,9.617667175020172e-11,1.035159535064597e-10,1.134218574336635e-10,1.0176091835113237e-10,1.0100625192723219e-10,1.3616934758975033e-10,9.68695743148991e-11,9.155282647742872e-11,9.484951211247322e-11,1.0222171853769496e-10,1.4133201395464e-10,2.1656910300428383e-10,1.284606221771948e-10
0.18187589040000063,2.3915913387590136e-10,3.3175125222343163e-09,-4.580297229705748e-12,8.329289293372745e-11,1.6298396967415253e-10,-1.0941511927633499e-12,2.076499239566205e-10,-6.309219551861548e-12,-9.26448556692748e-12,3.942449007100201e-11,-1.92676273889459e-12,2.3202636240125544e-11,-9.132722084886925e-12,1.4768432003977274e-10,3.122726347471606e-11,4.2346287834894896e-10,-3.476267463519399e-13,6.841594640537538e-12,3.6479320687457143e-10,-1.0531884908724221e-11,-1.8541107960362825e-11,-6.6852177955865266e-12,-6.228623704676763e-11,-7.748906132327797e-11,1.8003883435579847e-10,-1.536298878166379e-11,-8.701782666398253e-11,4.047122973865627e-11,-5.981632577850529e-12,-9.929120870549049e-11,-3.497765862577738e-11,1.1968790052876499e-11,-3.573018989863463e-11,-8.977500777709395e-11,-9.574095547006447e-11,-1.0328959419101182e-10,-7.867428836016234e-11,-4.2043086880307013e-11,-3.8857265170820655e-11,-4.51597194412001e-11,1.7045065182437537e-10,5.362310505108097e-10,1.3112139524592748e-10,1.5522995335903336e-10,1.6519780040994898e-10,1.2213988094376328e-10,9.628285406465738e-11,9.376504044521258e-11,9.910914112856739e-11,1.0798987749593738e-10,1.020593016089582e-10,1.0892264717002109e-10,1.4076946510034835e-10,1.0861710649473014e-10,1.001375883645606e-10,1.0735663716230175e-10,1.0067465599583601e-10,1.4261288163802158e-10,2.2705753449578101e-10,1.3279986768327864e-10
0.19187589040000064,2.7402096982293323e-10,3.624887624110661e-09,-1.4464667864864482e-12,7.135461950380009e-11,1.7976353258654305e-10,-2.5024500986960707e-13,1.725773373697763e-10,-5.627303017105995e-12,-6.713848567e-12,4.866909876195365e-11,-1.0865269237640484e-12,2.3263615912903206e-11,-8.752227671808764e-12,1.843252331849858e-10,9.08413334999101e-11,5.339998278289674e-10,-9.64268239641184e-13,8.849913112640047e-12,3.9195259179362554e-10,-9.576462628047128e-12,-4.0779185724135274e-12,1.088368951972625e-11,-6.226282506015389e-11,-6.732829472832317e-11,1.977281143948051e-10,-8.655946612011375e-12,-8.61331961068842e-11,5.7796164864226535e-11,-1.2378070718300897e-11,-9.342275485438077e-11,-3.1319189494041374e-11,3.9443791444176614e-11,-4.8473690236884196e-11,-9.074188470790691e-11,-8.717848213629249e-11,-9.23959678155533e-11,-7.836318819961955e-11,-3.901311235190319e-11,-2.1774979033452894e-11,-4.351778541852072e-11,1.782941692689762e-10,6.155958157534273e-10,1.456052104724743e-10,1.5236840888164273e-10,1.613495923663247e-10,1.2291851207222677e-10,9.425984591472796e-11,1.0898199243740451e-10,9.626799582723694e-11,1.0355222170643609e-10,1.1035670197158778e-10,1.1725510140864165e-10,1.4858357491258024e-10,1.1337613245538962e-10,1.098352863592554e-10,1.1471808692390885e-10,1.073619443522729e-10,1.555052702925028e-10,2.338746772564319e-10,1.4274272553908349e-10
0.20187589040000065,2.8815946567108947e-10,4.192448878100674e-09,-5.476870945912896e-13,6.518814739224369e-11,2.261549489644094e-10,1.4518740382565935e-12,1.1279482034857007e-10,-5.809698876457848e-12,-5.672515354189e-12,5.111089342674879e-11,4.3472592395391256e-13,2.438924627387065e-11,-9.753313122775549e-12,2.3067453668937578e-10,7.338553855831834e-11,6.148964272891417e-10,7.226044992046484e-14,1.1949015222084482e-11,3.8779983779458367e-10,-7.524029494621901e-12,-1.509374548832875e-11,2.970071380564026e-11,-5.189382640729908e-11,-4.97345519665888e-11,2.265248956373116e-10,9.360903821000434e-12,-8.972096306495116e-11,9.218295137534384e-11,-4.038181487979479e-11,-8.075463410677664e-11,-2.734225480319153e-11,6.365969269799578e-11,-5.158235701596883e-11,-9.459832105405589e-11,-8.587684648853686e-11,-8.671920573945289e-11,-7.941872075363537e-11,-4.5776662076108133e-11,-1.9183523423052432e-11,-4.472716267519132e-11,1.7433740135014962e-10,7.78672078967816e-10,1.57415928767166e-10,1.4901976876372848e-10,1.6069144398855337e-10,1.3298973528793744e-10,9.172109419254973e-11,1.1056020610391281e-10,9.462879347224956e-11,1.0559200234747773e-10,1.2009321191732778e-10,1.1917096024429125e-10,1.5875147034567242e-10,1.114894897493015e-10,1.0497762325085051e-10,1.121999975936119e-10,1.1552444005761345e-10,1.6888129529496986e-10,2.352598980018507e-10,1.5423142799068128e-10
0.21187589040000065,3.5107191880745426e-10,4.506152366885709e-09,-4.639258564907585e-13,8.009895792734536e-11,2.3204147541572033e-10,2.2535690518304092e-12,1.800611193561322e-10,-6.0152641752701306e-12,-4.983823186496147e-12,6.041295935827945e-11,1.5257525814366832e-12,3.215862474230806e-11,-9.283819991242706e-12,2.2935254092280384e-10,4.65333342624903e-11,6.943072087360288e-10,8.466261946285914e-12,1.604620473236085e-11,5.585443187824519e-10,-8.06563957919229e-12,-2.1757630783208185e-11,4.10617965859703e-11,-4.282562009990107e-11,-4.521854605235799e-11,2.426233477424773e-10,3.05004848999282e-11,-9.423545475653228e-11,1.0006370074443857e-10,-5.200918900827873e-11,-8.248917143434626e-11,-3.649734403395787e-11,3.175206240441945e-11,-3.5298224630318457e-11,-9.842974200785192e-11,-8.761856397569828e-11,-8.795131661212719e-11,-8.201324448358068e-11,-5.079053890040297e-11,-1.2145107748846204e-11,-4.5673086487409274e-11,1.6211422018170416e-10,8.00970627475204e-10,1.5242448687364388e-10,1.506728407774573e-10,1.762778007449004e-10,1.432676674362813e-10,1.0877889505082066e-10,1.0498848506129702e-10,1.0207114152875993e-10,1.3240731552677283e-10,1.1092725083819924e-10,1.1851004591537288e-10,1.6188813887030699e-10,1.0680144026150007e-10,1.0156867615760512e-10,1.0968199817299805e-10,1.1011510627135554e-10,1.7090350172210094e-10,2.538566407536971e-10,1.5459571964518113e-10
0.22187589040000066,3.8671822103534275e-10,4.9321453039552434e-09,1.8581045218535383e-13,9.209416559924096e-11,1.7246389850235966e-10,1.6514821501737378e-12,2.004375302864171e-10,-4.882876785712217e-12,-6.498491737334421e-12,7.402153866752509e-11,2.23127197942008e-12,2.6975836877782275e-11,-9.044989377187202e-12,2.4760692521564597e-10,4.82053552867695e-11,9.548837259347518e-10,1.1254892230630514e-11,2.2332415845746863e-11,5.562542730786336e-10,-7.663207858111216e-12,-4.212631338473047e-12,4.148101809444591e-11,-4.551124587079888e-11,-4.011871299601071e-11,2.53838884972446e-10,6.46667297002268e-11,-9.943816270114971e-11,8.6755935342454e-11,-3.5103393266072054e-11,-8.608604852367537e-11,-2.6151590334749097e-11,1.946339255860345e-11,1.4988654702853483e-12,-1.007444643504944e-10,-9.18057997595987e-11,-9.133286752648733e-11,-8.801275504360128e-11,-4.035454191210099e-11,-9.66764977800816e-12,-4.757443883827545e-11,1.5782961787937862e-10,7.537995582011441e-10,1.5433426370080097e-10,1.538203828532116e-10,1.9647128516768428e-10,1.4609543385129418e-10,1.071088780986181e-10,1.009519422874103e-10,1.098018412057887e-10,1.4730500469476504e-10,1.0526378555503866e-10,1.0817929825850494e-10,1.6040053026356512e-10,1.0310225314433662e-10,9.822377800724682e-11,1.0696964226797448e-10,1.036077162810356e-10,1.7201563639649192e-10,2.8169192838940273e-10,1.5720478826673435e-10
0.23187589040000067,4.146706910688658e-10,5.422207198419705e-09,6.133456365690683e-13,1.2294722579196885e-10,1.514863704448208e-10,2.2054153289256266e-12,1.4553863782091963e-10,-2.0715087829253447e-12,-5.882361972836083e-12,9.545502077830969e-11,6.4139170705195905e-12,2.1642287183548144e-11,-6.9230818131844744e-12,2.8439163181310205e-10,4.705207867263713e-11,1.0803261890929864e-09,8.97778514935003e-12,2.6661622998539087e-11,5.556189319093874e-10,-7.301392673339547e-12,-2.450131635372536e-13,4.054507494760212e-11,-4.3629953609678486e-11,-3.3754255407626005e-11,2.639902096129998e-10,8.92010984505669e-11,-8.944283404844406e-11,8.675525204934827e-11,3.2351403041112375e-11,-8.922186791809476e-11,5.6256087494231126e-12,6.553922881025926e-11,-1.4872859692789123e-11,-8.935649414211242e-11,-9.56653492999549e-11,-9.264521139949919e-11,-8.467965074520715e-11,-2.7701813974443052e-11,8.008165734450209e-12,-3.9838430632979375e-11,1.5640628812184164e-10,8.057171258720651e-10,1.6770390555848234e-10,1.5548496774230945e-10,2.2419639034979952e-10,1.505887732030297e-10,1.0484175935192016e-10,9.896874790582874e-11,1.1013428485834044e-10,1.3227765545178114e-10,1.0716573735678432e-10,1.0726290333887355e-10,1.6147130003698155e-10,1.0165366085544859e-10,9.718914542648375e-11,1.0400771720070694e-10,1.0392732314459356e-10,1.7325309587763714e-10,2.9952084856409684e-10,1.5831757734949107e-10
0.24187589040000068,4.810753094998914e-10,5.802817938337166e-09,1.6525511013190836e-12,1.279279411588903e-10,1.4223736973431273e-10,7.000412467030482e-12,9.847657885918992e-11,1.8280797826675086e-13,-4.246565756032385e-12,1.0815808734435038e-10,1.1401295944772135e-11,3.391340003896143e-11,-3.330922881605782e-12,2.9436449898382246e-10,3.1384328367948054e-11,9.242930659050789e-10,1.5016648541040906e-11,2.8587302991135053e-11,5.747517449187794e-10,-6.28059683970812e-12,-7.629779830714629e-12,3.9966230141129336e-11,-3.437245758559289e-11,-3.013913673615199e-11,2.79285533114179e-10,5.584558171959671e-11,-8.119782682860936e-11,5.650841548401621e-11,1.231158357757154e-10,-9.064324536542838e-11,7.767339916432774e-12,1.0632987002688059e-10,-5.504589159829741e-12,-7.944650655177929e-11,-9.394147362025109e-11,-9.714985320733095e-11,-6.836373363979577e-11,-3.2926937583892576e-11,1.695572011621207e-11,-2.5451726610672344e-11,1.5698370837149778e-10,8.4013493995434e-10,1.73626851313172e-10,1.6308019361524884e-10,2.3572712129417666e-10,1.551100211368563e-10,9.995498041767728e-11,9.381645385214214e-11,1.2320031715574619e-10,1.1395689436421776e-10,1.0404696073103711e-10,1.133030552936449e-10,1.553970050968385e-10,1.0541023103045277e-10,9.987622581352617e-11,1.0256353540772091e-10,1.1186319722443636e-10,1.6921128192296535e-10,3.187603746125221e-10,1.602506389951472e-10
