V,I_0,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,I_13,I_14,I_15,I_16,I_17,I_18,I_19,I_20,I_21,I_22,I_23,I_24,I_25,I_26,I_27,I_28,I_29,I_30,I_31,I_32,I_33,I_34,I_35,I_36,I_37,I_38,I_39,I_40,I_41,I_42,I_43,I_44,I_45,I_46,I_47,I_48,I_49,I_50,I_51,I_52,I_53,I_54,I_55,I_56,I_57,I_58,I_59
-0.2981241095999998,-7.444342332345869e-10,-6.486047140177849e-10,-9.189438943981479e-11,-7.722472720790645e-11,-2.522121132219055e-09,-2.8362191188944842e-11,-6.298919445134474e-11,-2.934230675289708e-11,-6.804976194335083e-11,-9.820531941827877e-11,-6.511524194061829e-11,-5.2148354150133374e-11,-1.463315462978928e-11,-2.0492649126706036e-10,-2.030608895039641e-10,-2.863650710205801e-10,-9.203030182993645e-11,-4.499742714629032e-11,-6.139956294916875e-10,-1.638955085957274e-11,-2.895309090075803e-10,-3.7855547186666154e-10,-1.9120239385373924e-10,-1.7404032979108253e-10,-5.294357115032639e-10,-2.432731103235622e-10,-1.1938356444633458e-10,-8.86937596372116e-10,-2.5431433610503544e-10,-1.1417240852440353e-10,-1.995796705907414e-10,-4.561201624901268e-10,-2.9914694187528815e-10,-1.0555493760822886e-10,-1.1831562911791244e-10,-1.1841389214462933e-10,-1.409184422128524e-10,-1.7085641229905052e-10,-2.0658157027225744e-10,-1.6590034640486985e-10,-1.313470007349949e-10,-7.105078102699686e-10,5.4250407792444154e-11,2.392541651819334e-11,-1.0095254173071496e-10,2.1754323520154805e-11,7.699175245571454e-11,-5.0449533065825844e-11,5.5664392218862026e-11,-2.8002994256256647e-11,3.3486981365501594e-11,3.9291494955689606e-11,-3.503788077769635e-10,4.081012314077091e-11,3.817109732319023e-11,2.274956709590646e-11,-4.3438822920986267e-11,-7.740169568363544e-11,-7.188245105712518e-11,-1.7883465754590852e-11
-0.2881241095999998,-6.72998071395661e-10,-6.635981607235539e-10,-9.783456379731558e-11,-7.01034608286727e-11,-2.3193303586377175e-09,-3.066401552891749e-11,-5.682676553217044e-11,-3.743692393450758e-11,-6.428975537496927e-11,-9.72397236396435e-11,-6.821497453249873e-11,-4.2273426717970574e-11,-1.459024308648059e-11,-1.7689008592763414e-10,-2.3186882329623387e-10,-2.2775997364828668e-10,-7.975008066677754e-11,-4.3843129096343694e-11,-5.848714716471155e-10,-1.619097083322027e-11,-2.9624258240196677e-10,-3.744666132075385e-10,-1.9586729465222115e-10,-1.6787205419710232e-10,-4.936027455101112e-10,-2.281982379707999e-10,-1.0434734707144021e-10,-6.031992387929441e-10,-2.2176754495637798e-10,-1.218687105202419e-10,-2.453749443179689e-10,-4.77757407624905e-10,-2.939561063726082e-10,-9.828041019041203e-11,-1.1977508267956883e-10,-1.2132583121573097e-10,-1.4638077988925993e-10,-1.5898460195438157e-10,-2.0339430932500204e-10,-1.6742502382111527e-10,-1.2117908076803557e-10,-6.732072713890383e-10,5.275128873253801e-11,2.2779350489105237e-11,-8.811634282090553e-11,2.6435883027753896e-11,7.374217222793986e-11,-2.0706177520617363e-11,5.4351744430622805e-11,1.4339117712959528e-11,3.880295420751857e-11,4.918598878932364e-11,-3.7287235353387295e-10,4.025293234471804e-11,5.1234376058421265e-11,2.2673891865133906e-11,-4.262221351404596e-11,-7.595789115219745e-11,-7.153856238019978e-11,-1.3194147142177812e-11
-0.2781241095999998,-7.282680467430831e-10,-5.21420983965331e-10,-9.637760555096375e-11,-6.830579987723195e-11,-1.918587135938646e-09,-3.0788231187119555e-11,-5.148319879732876e-11,-3.10442067479794e-11,-5.982631905148668e-11,-7.785617744418606e-11,-7.026017418911429e-11,-3.6469385860775543e-11,-1.3485147138186262e-11,-1.5621944423061986e-10,-3.7156231491056056e-10,-2.323810953854247e-10,-6.993189660514849e-11,-4.179874635733637e-11,-2.954434013504352e-10,-1.5787629587316258e-11,-3.056029074909666e-10,-3.658226532683228e-10,-1.9129508884734863e-10,-1.5713558562426612e-10,-4.447038886029788e-10,-2.2845794399778386e-10,-1.0338750634358617e-10,-5.174463282413003e-10,-2.0380917119230694e-10,-1.291091078451459e-10,-2.7081066503192745e-10,-4.354160686276413e-10,-3.11535295834044e-10,-9.3688886147484e-11,-1.10715436143534e-10,-1.2413315902527438e-10,-1.1792976247836654e-10,-1.6413018400612665e-10,-1.9008662860728688e-10,-1.7257216254239965e-10,-7.880492170733449e-11,-5.573693489419832e-10,5.6355752085083555e-11,2.2201683094685278e-11,-8.245851688750302e-11,2.912349643706737e-11,7.622149729343211e-11,-2.1339476858541235e-13,4.8919761588717194e-11,4.290458979350316e-11,4.488324793139641e-11,7.094657548688607e-11,-4.333481777025193e-10,5.0847318349383074e-11,6.553842281500459e-11,3.367809704379593e-11,-4.2082721015437276e-11,-6.65045165143385e-11,-6.018492052993688e-11,-7.95505774732173e-12
-0.26812410959999977,-8.127685671251053e-10,-5.595340811173221e-10,-8.78601708246732e-11,-6.239030009331911e-11,-1.5434440157926793e-09,-2.789850814969547e-11,-4.8231428790913856e-11,-2.242819588279627e-11,-5.2615471305022694e-11,-6.425502558087873e-11,-5.874193903449658e-11,-3.9636193499249264e-11,-1.377873456610241e-11,-1.4304886917076996e-10,-3.62876383016276e-10,-1.7955702001204074e-10,-8.006915751843873e-11,-3.759923025840502e-11,-2.860248567511386e-10,-1.425928032173417e-11,-3.0098335078549325e-10,-3.52004018348662e-10,-1.8472405248822637e-10,-1.4784013498413014e-10,-3.891039148928499e-10,-2.3587383762814885e-10,-1.0502895476000423e-10,-4.746045557768938e-10,-1.8407359466291804e-10,-1.2145428162499202e-10,-2.8214182225791714e-10,-3.649761163401039e-10,-2.788886566788051e-10,-9.564406279375087e-11,-1.0497120810900832e-10,-1.1128566221003359e-10,-1.1170613212907194e-10,-1.6694037387005452e-10,-1.7603789782777377e-10,-1.68626455115922e-10,-2.3273742496735728e-11,-5.298412634798028e-10,6.705083556246076e-11,1.400677113120491e-11,-8.121013454201884e-11,3.200369972968336e-11,7.468125934160931e-11,1.3178759187039884e-11,4.573033435394815e-11,3.242193751092151e-11,5.1525477411436976e-11,7.661926514729641e-11,-4.739110011243689e-10,5.547750759203765e-11,7.490548424237772e-11,4.052530623659905e-11,-2.4209642248670176e-11,-5.019791496585503e-11,-5.5950252626793965e-11,4.101420165420012e-12
-0.25812410959999976,-5.323072704161784e-10,-5.729523662296705e-10,-8.397374387920215e-11,-7.959530812162176e-11,-1.1414459469237219e-09,-2.4002256371689874e-11,-3.5497624529450424e-11,-2.0623922150869412e-11,-4.5485049328145296e-11,-6.331503187630268e-11,-5.1304787206518594e-11,-4.078959385401466e-11,-1.3145600956603216e-11,-1.6539490146743797e-10,-2.260237993052792e-10,-1.8488665247230142e-10,-6.753246070556385e-11,-3.448034965545697e-11,-2.5657583367299546e-10,-1.482382475102514e-11,-2.860983000803186e-10,-3.435135673928371e-10,-1.7127150883394494e-10,-1.4476460300097302e-10,-3.638361581412556e-10,-2.4286440265981237e-10,-1.0545699780796315e-10,-4.3381745974138753e-10,-1.8050902117261735e-10,-1.1178888008082069e-10,-2.3315402980391604e-10,-3.442751490625987e-10,-2.521818832563562e-10,-9.880500770174265e-11,-1.0448589626508231e-10,-1.0393704417085245e-10,-1.1433472688632118e-10,-1.6756161449585792e-10,-1.6291589709922613e-10,-1.6596381520922497e-10,-8.24232830626426e-12,-5.340438329960526e-10,7.366943337067745e-11,1.0348244784946518e-11,-8.332817949092491e-11,4.1142265765011484e-11,7.845168335622919e-11,1.7331518499617236e-11,5.0216794191172186e-11,1.2877520169610342e-11,5.48508085636053e-11,8.255391089776555e-11,-4.191362240132936e-10,6.242950783566878e-11,6.882026912107962e-11,5.319679941242564e-11,-2.5942858303178624e-13,-3.6998365756781314e-11,-5.111423947280085e-11,1.4624026421047402e-11
-0.24812410959999975,-5.088822764366506e-10,-5.406783438816806e-10,-7.534637419914895e-11,-7.23699421871531e-11,-6.246650120496878e-10,-2.197263764e-11,-2.6959285744104476e-11,-2.3334500106816962e-11,-3.593769130838079e-11,-6.592345733473991e-11,-5.288267400234945e-11,-4.068005832800707e-11,-1.251284515564824e-11,-1.5011453626855907e-10,-1.5228559501298805e-10,-4.0742787550110323e-10,-5.749011265355376e-11,-3.239226262305115e-11,-2.7442819023699573e-10,-1.3909455377697551e-11,-2.8337412347861395e-10,-3.240976804540623e-10,-1.5069405427970065e-10,-1.4965314368987585e-10,-3.6613555365913003e-10,-2.2378157031467793e-10,-1.1036971377921015e-10,-3.752218348657405e-10,-1.7258268066354036e-10,-1.134290323715133e-10,-2.1077974287456538e-10,-2.551940193697166e-10,-2.219731093194853e-10,-1.0393658742950757e-10,-1.0573427125595688e-10,-1.029052179540778e-10,-1.231503735668857e-10,-1.709185535944873e-10,-1.6814204568040645e-10,-1.6482069552280922e-10,-1.4211546146442315e-11,-5.578044456357157e-10,7.123757768168684e-11,1.0849798975402631e-11,-8.38989877755234e-11,5.250971648403548e-11,9.174891863069482e-11,1.572203722239223e-11,6.106531607773811e-11,2.5722364168010484e-11,4.5761412448548154e-11,8.457608404557245e-11,-3.8764379079647375e-10,6.196812941253429e-11,6.582031671627759e-11,6.409821834616728e-11,2.0860701082758283e-11,-3.631786958694472e-11,-4.825428524496526e-11,1.6149199662205162e-11
-0.23812410959999974,-6.378905071686871e-10,-4.604046185697428e-10,-6.323533989874471e-11,-6.74224127454941e-11,-1.7806985963232539e-10,-2.2815694549018698e-11,-2.648932420903773e-11,-2.5590412667099526e-11,-2.933227702446552e-11,-6.205536606333152e-11,-4.6378589029601665e-11,-3.71337149569304e-11,-1.23907531082079e-11,-1.1920286192447993e-10,-1.2827544406248083e-10,-6.481596896826795e-10,-5.1504638558336534e-11,-2.9799062130121615e-11,-2.6154774697667244e-10,-1.464821559818075e-11,-2.8401947192168804e-10,-3.037945192691558e-10,-1.410073710127136e-10,-1.5170403136182525e-10,-3.5075937304075607e-10,-2.0288225396833586e-10,-1.1472110854009712e-10,-3.958586348857855e-10,-1.7189319844062974e-10,-1.1445602658822812e-10,-2.2052764254201957e-10,-2.4498584210060477e-10,-2.1348833813932204e-10,-1.0849885957115004e-10,-1.062011533e-10,-1.0423577090906055e-10,-1.293954345953284e-10,-1.7061799192918683e-10,-1.658030269698937e-10,-1.6486352747796335e-10,-9.094995171205971e-12,-4.930006945727049e-10,7.057810740668278e-11,1.895784468720955e-11,-7.095649648490749e-11,5.633095357963999e-11,9.311983408329448e-11,2.7638916985279425e-11,5.940524765464434e-11,3.3155727517894396e-11,4.5931905748231417e-11,8.228188253344149e-11,-2.779443802269033e-10,5.823364336570812e-11,6.241603977633114e-11,6.422729344980334e-11,3.117225182651239e-11,-4.0535121349746e-11,-3.925565986387004e-11,2.1191597657409047e-11
-0.22812410959999974,-6.08399515519314e-10,-7.181284676202643e-10,-6.049667132891428e-11,-7.632367397413868e-11,-1.4761991062575972e-10,-2.3968460685660238e-11,-2.2933346492770643e-11,-2.1939112403069236e-11,-2.970113616005365e-11,-5.427247602681163e-11,-4.291389996820591e-11,-3.775009044155369e-11,-1.1946075133431143e-11,-1.1400638907868517e-10,-1.118467907718279e-10,-5.404202319034881e-10,-4.5437998756986914e-11,-2.6312234697170543e-11,-2.4389375906665476e-10,-1.464841889e-11,-2.6534997589810133e-10,-2.9847707011589417e-10,-1.409529180935268e-10,-1.5179753834733996e-10,-3.240439438230295e-10,-2.0358748156394553e-10,-1.0880821345454565e-10,-4.428641082909709e-10,-1.58376649531436e-10,-1.1922581709612983e-10,-2.1871420488841404e-10,-3.216939820655915e-10,-1.963426920448452e-10,-9.989597470954851e-11,-1.1079891880984995e-10,-1.0725106444283984e-10,-1.4516990873095764e-10,-1.5568248213179993e-10,-1.609989540723065e-10,-1.6359406033104468e-10,-1.0677199271020204e-12,-3.65283540996489e-10,6.749588284196145e-11,3.1542778525919155e-11,-5.1695879040167424e-11,5.678725482254567e-11,8.713553110691684e-11,2.8855040616256594e-11,6.054680392938115e-11,2.233319554841084e-11,4.6699869473850885e-11,7.851948663375896e-11,-1.7436012959886752e-10,5.63256970240474e-11,6.272268858046564e-11,6.382299537925508e-11,3.3170891518829895e-11,-3.7764263017031874e-11,-3.0529664588093954e-11,2.839648592520909e-11
-0.21812410959999973,-4.868912333301805e-10,-1.6289260579088575e-09,-4.878010247500613e-11,-1.0160739296805989e-10,-1.6696217423906757e-10,-2.350559641539205e-11,-2.2442361642498887e-11,-2.1002329204703067e-11,-3.178707316166131e-11,-6.343802413502158e-11,-4.05678638523247e-11,-4.3200105332313096e-11,-1.1790427669581995e-11,-1.153269346193085e-10,-1.0563416885289203e-10,-4.5032036211330905e-10,-3.656444706885331e-11,-2.5529308423217618e-11,-2.0884468801825432e-10,-1.5065003850418006e-11,-2.460813193002273e-10,-2.9951148730940264e-10,-1.4615905039184388e-10,-1.4883706862019026e-10,-3.044178179128946e-10,-1.9686261440300532e-10,-1.0300296397431869e-10,-3.8423569909678477e-10,-1.4766791834825872e-10,-1.2449799786774132e-10,-2.2674053154634317e-10,-1.9446658886804062e-10,-1.7930996842403367e-10,-9.299308341737039e-11,-1.0810646159397849e-10,-1.0978980259053394e-10,-1.5337286999128637e-10,-1.483966647669129e-10,-1.7035459293710237e-10,-1.5502817991682062e-10,-4.514829401942369e-12,-3.4629590428394934e-10,6.561354937011895e-11,4.220481221818723e-11,-4.5727546130667794e-11,5.4070913049271314e-11,8.439152312232994e-11,3.053031195248354e-11,7.258298219317716e-11,3.9954985361395103e-11,3.795186568813114e-11,8.857298590409474e-11,-1.214590515566162e-10,5.417487621445436e-11,6.583844473906055e-11,6.07327963711174e-11,4.062506270658742e-11,-2.5699569669399926e-11,-2.2762660102091386e-11,3.303686530371503e-11
-0.20812410959999972,-4.307377028619926e-10,-1.5568316570587962e-09,-3.4849334685319026e-11,-1.1497957251179929e-10,-1.7291429912606668e-10,-2.055726369016999e-11,-2.107240163481625e-11,-2.0034191853361066e-11,-3.45821231239012e-11,-5.510943659995555e-11,-3.748370538649016e-11,-4.1391283843742425e-11,-1.1816664949812934e-11,-1.1521681642686554e-10,-9.856263729008217e-11,-3.8530043467806206e-10,-3.4423876610416367e-11,-2.3688702535246352e-11,-1.8067698702110568e-10,-1.5009041025901753e-11,-2.2846589768050452e-10,-2.9114487458483065e-10,-1.4975653541542792e-10,-1.3932816142344238e-10,-3.0411734955994815e-10,-1.8161784996108183e-10,-1.006958468155082e-10,-3.510814708246817e-10,-1.3455538851121902e-10,-1.2028861172458707e-10,-2.0809826368462017e-10,-1.8878525328870231e-10,-1.6328739503482757e-10,-9.50713033528074e-11,-9.922320618078287e-11,-1.0169150068108134e-10,-1.5704421742477671e-10,-1.4516943191579067e-10,-1.6647533464057056e-10,-1.4816191871470415e-10,6.0001897883814486e-12,-3.3142176438184807e-10,6.940388480219824e-11,4.6373978547570675e-11,-4.0939470320044775e-11,5.4632208305917445e-11,8.284569839617434e-11,3.0501739482167386e-11,7.724001887813541e-11,4.2297157439421495e-11,3.971265933626338e-11,1.0197512355610049e-10,-1.0896145095673e-10,7.009510755921081e-11,7.766961385968486e-11,6.775471529866564e-11,5.5209036148996795e-11,-2.353795186012234e-11,-2.789323695464273e-12,4.3799089706328553e-11
-0.1981241095999997,-3.459752676032391e-10,-1.4329627993492728e-09,-3.0189368098785235e-11,-8.505354696642287e-11,-1.5354126621600143e-10,-1.8618710661241536e-11,-1.9107011668457257e-11,-1.8388287014031766e-11,-3.8127151272523156e-11,-6.652679482264897e-11,-3.409724488680485e-11,-3.732919450087992e-11,-1.2525925751553419e-11,-9.445367367174083e-11,-9.340057050929628e-11,-3.2611274123715146e-10,-3.3944579988851914e-11,-2.3175144407004652e-11,-1.4652470281196725e-10,-1.443473918720995e-11,-2.1575716521262453e-10,-2.6930088005169856e-10,-1.4460312217280563e-10,-1.2695450665605852e-10,-3.021939379705968e-10,-1.568544243020484e-10,-9.928611984762728e-11,-4.0702616750291393e-10,-1.2742588738693692e-10,-1.0487381119408234e-10,-2.4134636742733704e-10,-1.587488830449524e-10,-1.6315903330661343e-10,-9.65083783726286e-11,-9.292608724664524e-11,-9.382337842149321e-11,-1.5138767864849398e-10,-1.4774321278962759e-10,-1.4597898913287742e-10,-1.45054638956099e-10,2.3088550741264556e-11,-3.3421277027653424e-10,7.814347085569151e-11,4.5680430747747816e-11,-2.679120654031497e-11,5.97102783132941e-11,8.484193128701933e-11,5.191499431967202e-11,7.858322097812613e-11,5.688097252510252e-11,5.681840672569321e-11,9.909692838622104e-11,-8.787158360753897e-11,7.938507667329236e-11,8.796870252108516e-11,7.637726582603798e-11,7.332923170776825e-11,-1.9024405041586786e-11,3.85452616296326e-12,5.4232870497471945e-11
-0.1881241095999997,-2.7639249897942454e-10,-1.2025990402899736e-09,-3.4687616412121504e-11,-7.377585752419306e-11,-1.4492994812658232e-10,-1.9627334986355356e-11,-1.9342526136113283e-11,-1.8196000259451064e-11,-3.535464366218105e-11,-7.964115916526661e-11,-3.567350281363616e-11,-3.46192696900174e-11,-1.2038402241818083e-11,-8.576070784058463e-11,-8.625811012668152e-11,-3.2206276089021163e-10,-3.379041929705659e-11,-2.233140167260174e-11,-1.3723435476097255e-10,-1.544103281505052e-11,-2.0413831136520654e-10,-2.4689801048734335e-10,-1.3247987493617247e-10,-1.3159850897113608e-10,-3.017825373975296e-10,-1.4703750683217307e-10,-1.023830403669574e-10,-4.3624972303499066e-10,-1.244387791377066e-10,-9.991070361770232e-11,-2.8830173969302167e-10,-1.3837516361404594e-10,-1.5147595791941977e-10,-9.926138992646273e-11,-9.418527810982269e-11,-9.454338081046867e-11,-1.4790588455645997e-10,-1.472328328661017e-10,-1.49530622971233e-10,-1.4248502632916117e-10,2.836874960129191e-11,-3.276728235587843e-10,8.314861211126413e-11,4.283703971297318e-11,-1.1719285890429807e-11,6.848544310452356e-11,1.0286792412483663e-10,5.883831779845815e-11,7.877798992365884e-11,6.96421769429079e-11,6.536308592705388e-11,9.406277315679415e-11,-7.473284681246928e-11,7.644288682552269e-11,8.012718227063542e-11,6.909447377767236e-11,7.534179888072975e-11,-1.725106978226173e-11,-1.6475701390479937e-12,5.126272393518444e-11
-0.1781241095999997,-2.763654275023433e-10,-1.069566450701408e-09,-4.35606042808069e-11,-8.128483330941947e-11,-1.1406561566648484e-10,-1.8103404679373093e-11,-1.6906728880078872e-11,-1.676065081221046e-11,-2.9102025855052002e-11,-6.759759059049787e-11,-3.383176054455353e-11,-3.674302805532418e-11,-1.2188768761759074e-11,-7.974753991861436e-11,-7.605002095712752e-11,-3.440999289788589e-10,-2.9474324608877436e-11,-2.2717137305663527e-11,-1.4326251307071996e-10,-1.550901845826447e-11,-1.94603108415083e-10,-2.2952038844785625e-10,-1.3056663076221995e-10,-1.3347145731326298e-10,-2.9418377745820503e-10,-1.5613319576810686e-10,-1.060788683440824e-10,-4.165274254331905e-10,-1.2099825373073837e-10,-9.988272833531469e-11,-3.196728733504321e-10,-1.4505028315660028e-10,-1.469782378006844e-10,-1.0407091133602142e-10,-9.791683184770242e-11,-9.898050488152576e-11,-1.2773469447275483e-10,-1.4696095229706724e-10,-1.5980271420284796e-10,-1.437379706212119e-10,3.782613247754914e-11,-2.7328384095152106e-10,7.867409980961111e-11,4.1137674840425016e-11,1.5256730699812344e-12,7.227789759610392e-11,1.0217363285980114e-10,7.740089533904182e-11,8.645582970772643e-11,9.306648822654131e-11,4.991768804615655e-11,9.061004333969562e-11,-7.942009713556678e-11,7.244877445082085e-11,7.569138121000138e-11,6.367159898154278e-11,7.368135981443011e-11,-1.7425341677006183e-11,-2.6545292345281076e-12,5.04393894178672e-11
-0.16812410959999968,-3.432600957490052e-10,-1.1690814156590595e-09,-4.1422905486300006e-11,-7.002761333248e-11,-9.478199365413093e-11,-1.980083045577774e-11,-1.8188425456328036e-11,-1.686324723405855e-11,-2.786647790003139e-11,-6.291636799575563e-11,-2.9777500467507746e-11,-3.8042732028099887e-11,-1.3363907468458782e-11,-7.718654474849692e-11,-6.703742328441035e-11,-3.131349081483205e-10,-2.5886883661806407e-11,-2.2455881115258128e-11,-1.4395115269470373e-10,-1.4300464989939859e-11,-1.8201329611553138e-10,-2.2126782810975887e-10,-1.3103272154285687e-10,-1.3509345623742744e-10,-2.8626133636300113e-10,-1.6233942533966898e-10,-1.1062548171059708e-10,-3.649938225153881e-10,-1.1769646395161727e-10,-1.0447986483445202e-10,-3.207668749454608e-10,-1.405646861575602e-10,-1.3322853199151503e-10,-1.0850378208787752e-10,-1.0367720070357709e-10,-1.0415025335753462e-10,-1.2330296455832242e-10,-1.406976672853686e-10,-1.5488404942716668e-10,-1.4541711963044315e-10,5.0094048343341284e-11,-2.3024093348263907e-10,7.718011831957111e-11,4.63297213987575e-11,3.04439267991695e-11,6.948891846191535e-11,9.653751843001328e-11,8.209265483816481e-11,9.089327626162711e-11,9.112244355635884e-11,3.6158331534691616e-11,8.922101576452966e-11,-4.937867208875044e-11,7.426829506607525e-11,7.443217243623568e-11,6.880241999063537e-11,6.770704235320943e-11,-1.1718607272957601e-11,3.38733105709404e-12,5.06626958039704e-11
-0.15812410959999967,-4.725539726588894e-10,-1.2052917879224695e-09,-2.8051821404948347e-11,-7.424675680222389e-11,-1.0772602356376202e-10,-1.9955508979647254e-11,-4.135178452505311e-11,-1.5613604869919608e-11,-2.7925232557848267e-11,-4.466600291266011e-11,-2.6049066571059914e-11,-3.441167573419369e-11,-1.3172198617807244e-11,-8.670356802113143e-11,-5.725717751126178e-11,-2.355967121597299e-10,-2.531888139759222e-11,-1.9007899623259275e-11,-1.239708744344819e-10,-1.3452910984126371e-11,-1.7939569763607306e-10,-2.1065113630016541e-10,-1.3128739201030898e-10,-1.4098037103331256e-10,-2.9541430309835744e-10,-1.6245895690321562e-10,-9.965997432426189e-11,-2.8814662746755653e-10,-1.0227693101396477e-10,-1.0948249283535795e-10,-2.412436379107913e-10,-1.262590105230887e-10,-1.2333393601994873e-10,-9.948680563552679e-11,-1.0834225638213702e-10,-1.0528526292629589e-10,-1.2537093212910074e-10,-1.2359864386898383e-10,-1.5497311420905326e-10,-1.366726703057237e-10,5.6095730391654345e-11,-2.069993713896114e-10,7.653510732361608e-11,5.843470317724935e-11,4.693217414124876e-11,6.805962860671867e-11,9.134543977793056e-11,8.03788175010281e-11,8.895326013346789e-11,8.875122719597202e-11,5.200166364495344e-11,8.760994719363379e-11,-3.4426981421796306e-11,7.333855673399826e-11,7.489006797890351e-11,7.292846385046584e-11,6.323864302651065e-11,-1.4514811703146853e-11,1.4821627878416757e-11,5.151069323699102e-11
-0.14812410959999966,-1.9602198311031332e-10,-1.0681942113337422e-09,-2.730727195676297e-11,-7.267680930158522e-11,-1.1846597534992957e-10,-1.958917105015607e-11,-1.196241705520444e-10,-1.5292317083242658e-11,-2.3596168009147967e-11,-4.595987298961205e-11,-2.4691679488215866e-11,-3.2299828169523266e-11,-1.2057427965404594e-11,-6.943782115883624e-11,-5.2162339815726685e-11,-2.348197848385688e-10,-2.49874137757017e-11,-1.8270895827953634e-11,-9.433039788488665e-11,-1.3061661682011493e-11,-1.9192147246612056e-10,-2.0022670979109307e-10,-1.3054489606484543e-10,-1.4648112999443428e-10,-3.0045657317844475e-10,-1.543398206604945e-10,-9.309969159094767e-11,-2.5853757908086006e-10,-1.0124626640991633e-10,-1.1488620200283835e-10,-2.2454513900764654e-10,-1.1709289471046748e-10,-1.220704243261821e-10,-9.10172080678135e-11,-1.0632650156950889e-10,-1.0782465805346501e-10,-1.0458587117318506e-10,-1.2143232286917236e-10,-1.5549895671471806e-10,-1.2520131667499518e-10,6.019272937489572e-11,-2.117966599961358e-10,7.611104123309966e-11,6.662019253757817e-11,4.5421946707937805e-11,6.759051237286353e-11,8.752338915105489e-11,7.798324060927252e-11,8.448485887703984e-11,8.332256069881979e-11,6.373418206189159e-11,9.24754608931359e-11,-2.1853558429790082e-11,8.086408009606944e-11,8.433524394743653e-11,8.437380713174008e-11,6.085509274490588e-11,-1.1636452230162561e-11,2.7977419570023285e-11,5.227685144348309e-11
-0.13812410959999966,-1.3860035811565542e-10,-7.840713266398165e-10,-2.9793805852301087e-11,-5.1426634141272166e-11,-1.0850977893163128e-10,-2.1443435668000924e-11,-1.4564269817591712e-10,-1.5204500474710035e-11,-2.0425438776844263e-11,-4.5141902113616654e-11,-2.4477670008008393e-11,-2.941867226533211e-11,-1.1812215907500601e-11,-4.2783310284806315e-11,-4.726732217390108e-11,-2.6388211480901055e-10,-2.3538619586805327e-11,-1.9063452408286452e-11,-1.097807373637454e-10,-1.3835354693335026e-11,-2.1440344230176067e-10,-1.962828279455128e-10,-1.3126536417860384e-10,-1.405767971478732e-10,-2.831234884775413e-10,-1.4790795507537355e-10,-9.310594463928581e-11,-2.662075709804612e-10,-1.0096721623902733e-10,-1.11956373922066e-10,-1.805441728035362e-10,-1.1492285169249784e-10,-1.2429167833502882e-10,-9.327699916160118e-11,-9.52404814916034e-11,-1.0048914042638821e-10,-9.644170306747803e-11,-1.268397879699246e-10,-1.322830848282425e-10,-1.2466765230139105e-10,7.133086039521822e-11,-2.2236592036659763e-10,8.707188716991311e-11,6.482940925509352e-11,4.639882983889535e-11,6.944147678212781e-11,8.694248103013197e-11,8.314024622438414e-11,7.873553314840507e-11,8.019738409703332e-11,7.881351061436276e-11,1.0304092838330331e-10,-1.0967562067643956e-11,8.990418442604803e-11,9.257476550882185e-11,9.546207650248687e-11,6.878094381861709e-11,4.9528011776507685e-12,3.303346894650855e-11,6.203996366806307e-11
-0.12812410959999965,-9.655810507293145e-11,-7.289625763756422e-10,-2.7682572162037615e-11,-4.543289591650152e-11,-7.615846304805496e-11,-2.2019789545586757e-11,-1.6024839724816038e-10,-1.3234741443923886e-11,-1.7390453907766e-11,-3.975541721149596e-11,-2.357804803431839e-11,-2.606201656797426e-11,-1.1563770902494916e-11,-3.626409036742294e-11,-4.5964982128164194e-11,-2.397421627224361e-10,-2.1662914847766e-11,-2.0174363031286573e-11,-9.012000596729914e-11,-1.3686360321792552e-11,-2.0707704772580527e-10,-1.9154454196965947e-10,-1.244058375800101e-10,-1.2632838311847346e-10,-2.640554325933909e-10,-1.3799376623432693e-10,-9.667958088415504e-11,-2.6853085711007765e-10,-1.0612771971383941e-10,-9.704903304170302e-11,-1.4809797665267063e-10,-1.2518174302109983e-10,-1.3361780000193599e-10,-9.744085810780419e-11,-9.236443800659424e-11,-9.348761741775886e-11,-9.765612137231929e-11,-1.2879347540968045e-10,-1.324559205388443e-10,-1.2484510906236508e-10,7.925360237429224e-11,-2.024894039588923e-10,9.870386735688097e-11,6.370626190914215e-11,4.553240219884668e-11,7.398997703637493e-11,8.702080407598407e-11,9.2537820861824e-11,7.917824558827835e-11,7.774132297377999e-11,9.255988737382898e-11,1.006377826095112e-10,2.441201591656742e-13,8.895967252161465e-11,8.951424399173724e-11,9.732274607060757e-11,8.089580014123614e-11,1.8382644827701013e-11,2.695925543515887e-11,7.21199533939278e-11
